Gender,family_history,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,Obesity,Age,Weight,Height
Male,sim,sim,2.0,3.0,Frequentemente,não,2.0,não,0.0,1.0,Não,Transporte público,Obesidade II,20,114,1.8
Female,não,sim,2.0,1.0,Quase sempre,não,1.0,não,1.0,1.0,Não,Transporte público,Peso normal,21,51,1.63
Female,sim,não,2.0,1.0,Quase sempre,não,2.0,não,0.0,0.0,Não,Transporte público,Sobrepeso II,24,63,1.5
Male,sim,sim,3.0,3.0,Quase sempre,não,2.0,não,1.0,0.0,Não,Transporte público,Peso normal,21,62,1.8
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,1.0,0.0,Quase sempre,Transporte público,Peso normal,21,53,1.65
Male,sim,sim,3.0,3.0,Quase sempre,não,3.0,não,0.0,2.0,Quase sempre,Transporte público,Peso normal,21,70,1.68
Female,sim,não,3.0,3.0,Frequentemente,não,2.0,não,3.0,0.0,Quase sempre,Caminhar,Peso normal,23,63,1.6
Male,não,não,2.0,3.0,Frequentemente,não,3.0,sim,3.0,1.0,Frequentemente,Automóvel,Sobrepeso I,21,75,1.71
Female,sim,não,1.0,1.0,Quase sempre,não,2.0,não,3.0,0.0,Não,Transporte público,Peso normal,21,42,1.5
Female,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,68,1.6
Female,sim,não,2.0,3.0,Frequentemente,não,2.0,sim,0.0,2.0,Frequentemente,Transporte público,Sobrepeso I,21,78,1.75
Male,sim,sim,2.0,1.0,Quase sempre,não,1.0,não,1.0,1.0,Quase sempre,Transporte público,Sobrepeso II,23,82,1.72
Female,sim,sim,3.0,4.0,Sempre,não,3.0,não,0.0,2.0,Não,Transporte público,Peso normal,21,66,1.72
Female,sim,sim,3.0,3.0,Frequentemente,não,3.0,não,1.0,0.0,Não,Transporte público,Peso normal,22,63,1.61
Female,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,0.0,0.0,Não,Transporte público,Obesidade I,23,82,1.63
Male,sim,não,3.0,3.0,Quase sempre,não,3.0,não,2.0,0.0,Quase sempre,Caminhar,Obesidade II,25,121,1.83
Female,não,sim,2.0,3.0,Quase sempre,não,1.0,não,0.0,1.0,Não,Automóvel,Peso normal,20,50,1.6
Female,não,sim,3.0,3.0,Quase sempre,não,2.0,não,1.0,1.0,Quase sempre,Transporte público,Peso normal,24,58,1.62
Female,não,não,3.0,3.0,Quase sempre,não,3.0,não,0.0,0.0,Não,Automóvel,Sobrepeso II,40,80,1.68
Male,sim,não,3.0,3.0,Quase sempre,não,3.0,não,0.0,2.0,Não,Automóvel,Obesidade II,32,120,1.75
Male,sim,sim,3.0,4.0,Quase sempre,não,3.0,não,2.0,0.0,Quase sempre,Caminhar,Sobrepeso I,20,91,1.9
Female,sim,sim,3.0,1.0,Quase sempre,sim,3.0,não,0.0,0.0,Quase sempre,Transporte público,Peso normal,21,66,1.63
Female,sim,não,3.0,3.0,Quase sempre,sim,3.0,sim,2.0,0.0,Não,Transporte público,Peso normal,51,50,1.59
Female,sim,não,3.0,1.0,Quase sempre,não,2.0,não,1.0,0.0,Quase sempre,Automóvel,Sobrepeso II,34,77,1.68
Female,sim,sim,2.0,1.0,Não,não,2.0,não,2.0,0.0,Não,Transporte público,Peso normal,19,49,1.59
Female,sim,não,2.0,1.0,Não,não,2.0,não,2.0,0.0,Não,Transporte público,Peso normal,19,70,1.69
Female,não,sim,1.0,3.0,Sempre,não,2.0,sim,3.0,0.0,Não,Automóvel,Peso normal,21,59,1.66
Female,sim,sim,3.0,3.0,Quase sempre,não,1.0,não,1.0,1.0,Não,Transporte público,Peso normal,19,53,1.64
Female,não,sim,3.0,1.0,Quase sempre,não,3.0,não,1.0,1.0,Não,Transporte público,Peso normal,20,53,1.62
Female,sim,sim,3.0,3.0,Não,não,3.0,sim,3.0,1.0,Não,Transporte público,Peso normal,19,64,1.7
Female,não,sim,2.0,1.0,Quase sempre,não,3.0,não,1.0,1.0,Não,Transporte público,Peso normal,17,65,1.63
Male,não,sim,3.0,3.0,Quase sempre,não,2.0,não,3.0,0.0,Não,Bicicleta,Sobrepeso I,22,66,1.6
Female,sim,sim,1.0,3.0,Sempre,não,2.0,não,0.0,2.0,Não,Automóvel,Peso normal,20,64,1.63
Male,sim,sim,2.0,3.0,Quase sempre,sim,3.0,não,1.0,0.0,Quase sempre,Automóvel,Sobrepeso II,33,99,1.85
Female,sim,não,2.0,1.0,Quase sempre,não,2.0,sim,2.0,0.0,Quase sempre,Transporte público,Peso normal,21,49,1.54
Female,não,não,3.0,3.0,Quase sempre,sim,2.0,não,2.0,1.0,Quase sempre,Automóvel,Abaixo do peso,20,49,1.64
Female,não,sim,3.0,3.0,Quase sempre,não,3.0,não,0.0,1.0,Quase sempre,Transporte público,Peso normal,20,60,1.57
Female,não,sim,3.0,3.0,Frequentemente,não,1.0,não,3.0,1.0,Não,Automóvel,Peso normal,20,52,1.62
Male,sim,sim,3.0,3.0,Sempre,não,3.0,sim,3.0,0.0,Quase sempre,Automóvel,Peso normal,21,72,1.72
Male,sim,sim,3.0,1.0,Quase sempre,não,2.0,não,3.0,0.0,Quase sempre,Caminhar,Sobrepeso I,21,78,1.76
Female,sim,sim,3.0,1.0,Quase sempre,não,2.0,não,1.0,1.0,Não,Transporte público,Sobrepeso II,20,75,1.65
Male,sim,não,2.0,1.0,Quase sempre,não,3.0,não,0.0,0.0,Frequentemente,Automóvel,Sobrepeso II,20,78,1.67
Male,sim,não,2.0,3.0,Quase sempre,sim,2.0,não,1.0,0.0,Frequentemente,Automóvel,Sobrepeso II,56,90,1.79
Female,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,0.0,2.0,Quase sempre,Transporte público,Peso normal,26,47,1.59
Female,sim,não,3.0,3.0,Quase sempre,não,2.0,não,0.0,0.0,Não,Transporte público,Peso normal,22,56,1.64
Male,sim,não,1.0,3.0,Quase sempre,não,2.0,não,3.0,0.0,Não,Bicicleta,Sobrepeso I,19,81,1.78
Male,sim,não,2.0,3.0,Quase sempre,não,3.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso II,18,85,1.75
Male,não,não,2.0,3.0,Quase sempre,não,3.0,sim,1.0,2.0,Não,Transporte público,Obesidade I,19,115,1.85
Male,não,não,3.0,1.0,Quase sempre,não,1.0,não,1.0,0.0,Não,Transporte público,Sobrepeso II,18,80,1.7
Female,sim,sim,1.0,3.0,Frequentemente,não,1.0,não,0.0,1.0,Quase sempre,Transporte público,Obesidade I,18,91,1.67
Male,não,sim,2.0,3.0,Quase sempre,não,1.0,não,1.0,0.0,Não,Transporte público,Sobrepeso I,21,75,1.72
Female,sim,não,2.0,3.0,Frequentemente,não,2.0,sim,2.0,0.0,Quase sempre,Caminhar,Sobrepeso I,28,73,1.7
Male,não,sim,2.0,3.0,Quase sempre,não,2.0,não,1.0,1.0,Quase sempre,Transporte público,Peso normal,18,70,1.74
Male,não,sim,2.0,3.0,Frequentemente,não,1.0,não,3.0,2.0,Não,Transporte público,Abaixo do peso,23,53,1.74
Male,sim,sim,3.0,3.0,Frequentemente,não,3.0,sim,1.0,1.0,Quase sempre,Automóvel,Peso normal,18,67,1.87
Male,não,sim,1.0,3.0,Frequentemente,não,1.0,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,18,50,1.7
Female,não,sim,3.0,4.0,Frequentemente,não,2.0,não,0.0,0.0,Quase sempre,Transporte público,Abaixo do peso,39,50,1.65
Male,não,sim,3.0,3.0,Frequentemente,não,2.0,não,0.0,0.0,Frequentemente,Automóvel,Sobrepeso II,38,78,1.7
Male,não,não,2.0,4.0,Sempre,não,2.0,não,0.0,2.0,Não,Transporte público,Peso normal,17,60,1.67
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,0.0,1.0,Quase sempre,Caminhar,Peso normal,23,66,1.72
Male,não,sim,2.0,3.0,Quase sempre,não,3.0,não,0.0,1.0,Quase sempre,Transporte público,Obesidade I,23,107,1.82
Female,não,sim,2.0,3.0,Frequentemente,não,1.0,não,0.0,2.0,Quase sempre,Transporte público,Peso normal,19,50,1.5
Male,não,sim,2.0,3.0,Quase sempre,não,2.0,não,2.0,1.0,Não,Transporte público,Peso normal,18,60,1.7
Male,sim,sim,2.0,3.0,Frequentemente,não,2.0,não,0.0,0.0,Quase sempre,Motocicleta,Peso normal,25,71,1.71
Female,não,não,2.0,3.0,Quase sempre,não,1.0,não,2.0,1.0,Quase sempre,Transporte público,Peso normal,25,61,1.61
Female,sim,sim,3.0,3.0,Frequentemente,não,2.0,não,0.0,1.0,Quase sempre,Transporte público,Peso normal,18,50,1.5
Male,sim,sim,2.0,1.0,Frequentemente,não,3.0,não,1.0,0.0,Não,Transporte público,Abaixo do peso,16,50,1.67
Male,não,sim,2.0,4.0,Sempre,sim,3.0,não,3.0,2.0,Quase sempre,Caminhar,Peso normal,21,67,1.82
Female,sim,sim,3.0,3.0,Quase sempre,não,2.0,não,0.0,0.0,Quase sempre,Automóvel,Peso normal,32,57,1.57
Male,não,não,3.0,3.0,Quase sempre,não,2.0,não,1.0,1.0,Quase sempre,Transporte público,Abaixo do peso,18,52,1.79
Male,não,sim,3.0,4.0,Frequentemente,sim,2.0,não,0.0,0.0,Quase sempre,Transporte público,Peso normal,21,62,1.75
Male,sim,sim,2.0,3.0,Frequentemente,não,2.0,não,0.0,0.0,Quase sempre,Transporte público,Peso normal,18,55,1.7
Female,sim,sim,2.0,3.0,Frequentemente,não,1.0,não,1.0,1.0,Não,Transporte público,Peso normal,18,55,1.62
Male,não,não,2.0,3.0,Quase sempre,não,3.0,não,2.0,1.0,Quase sempre,Caminhar,Peso normal,17,60,1.69
Male,sim,sim,1.0,1.0,Quase sempre,não,2.0,não,1.0,1.0,Quase sempre,Transporte público,Peso normal,20,70,1.77
Male,sim,sim,2.0,3.0,Sempre,não,1.0,não,0.0,0.0,Quase sempre,Transporte público,Obesidade I,21,105,1.79
Female,não,sim,2.0,3.0,Quase sempre,não,1.0,não,1.0,1.0,Quase sempre,Transporte público,Peso normal,21,61,1.6
Female,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,3.0,0.0,Não,Transporte público,Peso normal,18,58,1.6
Female,não,sim,3.0,3.0,Quase sempre,não,1.0,não,0.0,2.0,Não,Transporte público,Peso normal,17,51,1.56
Male,não,não,2.0,3.0,Quase sempre,não,3.0,não,3.0,0.0,Quase sempre,Automóvel,Peso normal,19,79,1.88
Male,sim,sim,2.0,3.0,Frequentemente,não,2.0,não,2.0,1.0,Quase sempre,Transporte público,Peso normal,16,71,1.82
Male,não,sim,2.0,3.0,Frequentemente,não,2.0,não,2.0,1.0,Não,Caminhar,Abaixo do peso,17,58,1.8
Male,sim,sim,2.0,3.0,Frequentemente,não,1.0,não,1.0,1.0,Não,Transporte público,Peso normal,21,65,1.7
Male,sim,não,2.0,3.0,Frequentemente,não,2.0,não,1.0,0.0,Não,Transporte público,Peso normal,19,75,1.82
Male,sim,sim,2.0,1.0,Quase sempre,sim,2.0,não,1.0,2.0,Quase sempre,Transporte público,Obesidade I,18,110,1.86
Female,não,não,2.0,1.0,Quase sempre,não,1.0,não,0.0,1.0,Não,Caminhar,Peso normal,16,58,1.66
Female,não,sim,3.0,3.0,Quase sempre,não,2.0,não,2.0,1.0,Quase sempre,Transporte público,Peso normal,21,53,1.53
Male,não,não,2.0,3.0,Quase sempre,não,2.0,não,2.0,0.0,Não,Automóvel,Sobrepeso I,26,80,1.74
Male,sim,sim,2.0,3.0,Frequentemente,não,1.0,não,0.0,1.0,Frequentemente,Transporte público,Peso normal,18,80,1.8
Male,não,sim,3.0,3.0,Quase sempre,não,3.0,não,1.0,2.0,Quase sempre,Transporte público,Sobrepeso I,23,75,1.7
Male,não,sim,2.0,3.0,Quase sempre,sim,1.0,não,0.0,0.0,Quase sempre,Transporte público,Peso normal,26,70,1.7
Male,não,sim,2.0,4.0,Quase sempre,não,2.0,não,2.0,1.0,Quase sempre,Transporte público,Peso normal,18,55,1.72
Male,sim,sim,3.0,3.0,Sempre,não,3.0,não,3.0,2.0,Quase sempre,Caminhar,Abaixo do peso,16,45,1.84
Female,não,sim,2.0,4.0,Sempre,não,2.0,não,0.0,1.0,Quase sempre,Transporte público,Peso normal,16,49,1.57
Male,sim,não,2.0,3.0,Quase sempre,não,3.0,não,2.0,1.0,Quase sempre,Transporte público,Sobrepeso I,20,85,1.8
Male,sim,sim,2.0,3.0,Quase sempre,sim,2.0,não,2.0,1.0,Quase sempre,Transporte público,Obesidade II,23,120,1.75
Female,sim,sim,1.0,3.0,Sempre,não,2.0,não,0.0,2.0,Quase sempre,Transporte público,Peso normal,24,60,1.56
Female,sim,sim,2.0,1.0,Frequentemente,não,1.0,não,0.0,2.0,Quase sempre,Transporte público,Peso normal,23,48,1.59
Male,não,sim,3.0,4.0,Sempre,não,3.0,não,2.0,0.0,Quase sempre,Transporte público,Peso normal,20,75,1.8
Female,não,não,2.0,1.0,Quase sempre,não,1.0,não,0.0,1.0,Não,Caminhar,Peso normal,16,58,1.66
Male,sim,sim,2.0,4.0,Frequentemente,não,2.0,não,2.0,1.0,Não,Transporte público,Abaixo do peso,17,57,1.79
Male,não,sim,2.0,3.0,Sempre,não,2.0,não,3.0,1.0,Não,Transporte público,Peso normal,17,62,1.72
Female,não,sim,3.0,3.0,Quase sempre,não,1.0,não,3.0,0.0,Não,Transporte público,Peso normal,16,57,1.6
Male,sim,sim,1.0,3.0,Sempre,não,2.0,não,1.0,1.0,Quase sempre,Transporte público,Peso normal,17,56,1.66
Female,não,sim,3.0,3.0,Quase sempre,não,1.0,não,1.0,0.0,Não,Caminhar,Peso normal,26,63,1.65
Male,não,sim,2.0,3.0,Sempre,não,2.0,não,0.0,0.0,Quase sempre,Transporte público,Peso normal,26,72,1.7
Male,sim,não,3.0,3.0,Frequentemente,não,1.0,não,2.0,1.0,Não,Automóvel,Peso normal,38,75,1.75
Male,não,sim,3.0,4.0,Quase sempre,não,2.0,não,1.0,1.0,Não,Transporte público,Peso normal,18,70,1.75
Female,não,sim,2.0,3.0,Quase sempre,não,1.0,não,0.0,0.0,Quase sempre,Transporte público,Peso normal,25,45,1.56
Female,não,sim,2.0,3.0,Quase sempre,não,1.0,não,0.0,1.0,Quase sempre,Automóvel,Sobrepeso I,27,63,1.55
Male,sim,sim,3.0,1.0,Sempre,não,2.0,não,1.0,1.0,Não,Transporte público,Peso normal,21,67,1.67
Male,sim,não,3.0,3.0,Frequentemente,não,1.0,não,3.0,1.0,Não,Automóvel,Peso normal,38,75,1.75
Female,não,não,3.0,3.0,Frequentemente,não,2.0,não,2.0,0.0,Quase sempre,Transporte público,Abaixo do peso,23,56,1.75
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,3.0,0.0,Quase sempre,Automóvel,Peso normal,18,72,1.8
Female,sim,sim,2.0,3.0,Quase sempre,não,1.0,não,0.0,0.0,Quase sempre,Transporte público,Sobrepeso I,30,71,1.65
Female,não,sim,2.0,1.0,Quase sempre,não,1.0,não,1.0,0.0,Quase sempre,Transporte público,Peso normal,21,58,1.55
Male,sim,sim,3.0,3.0,Quase sempre,não,2.0,não,3.0,0.0,Quase sempre,Transporte público,Peso normal,18,55,1.7
Male,sim,não,3.0,4.0,Frequentemente,não,1.0,não,0.0,0.0,Quase sempre,Transporte público,Sobrepeso I,23,76,1.72
Male,sim,não,3.0,1.0,Quase sempre,não,3.0,não,3.0,1.0,Quase sempre,Caminhar,Peso normal,19,74,1.74
Female,sim,sim,3.0,3.0,Quase sempre,não,1.0,não,0.0,1.0,Quase sempre,Transporte público,Obesidade I,19,82,1.65
Female,não,sim,3.0,4.0,Frequentemente,não,1.0,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,17,50,1.8
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,2.0,1.0,Não,Transporte público,Peso normal,17,56,1.74
Male,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,1.0,0.0,Não,Caminhar,Peso normal,27,75,1.85
Female,não,não,3.0,4.0,Sempre,não,3.0,sim,3.0,0.0,Não,Automóvel,Peso normal,23,56,1.7
Female,não,sim,2.0,3.0,Frequentemente,não,2.0,sim,1.0,2.0,Frequentemente,Transporte público,Sobrepeso I,18,53,1.45
Male,não,sim,1.0,4.0,Frequentemente,não,1.0,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,50,1.7
Male,não,sim,2.0,3.0,Quase sempre,não,2.0,não,0.0,1.0,Não,Transporte público,Peso normal,20,65,1.7
Male,sim,sim,3.0,3.0,Frequentemente,não,2.0,não,3.0,2.0,Não,Caminhar,Peso normal,18,64,1.78
Female,não,sim,3.0,1.0,Quase sempre,não,2.0,sim,1.0,2.0,Quase sempre,Transporte público,Sobrepeso I,17,65,1.6
Female,não,não,2.0,3.0,Quase sempre,não,1.0,sim,2.0,0.0,Frequentemente,Transporte público,Abaixo do peso,19,42,1.53
Male,não,sim,3.0,3.0,Quase sempre,não,2.0,não,1.0,1.0,Não,Transporte público,Peso normal,21,72,1.8
Male,não,não,2.0,3.0,Quase sempre,não,1.0,não,0.0,0.0,Quase sempre,Transporte público,Peso normal,20,50,1.6
Male,sim,sim,3.0,3.0,Quase sempre,não,2.0,não,1.0,0.0,Quase sempre,Transporte público,Obesidade I,23,105,1.74
Male,não,não,3.0,3.0,Quase sempre,não,2.0,não,3.0,0.0,Não,Transporte público,Peso normal,23,66,1.65
Male,sim,sim,3.0,3.0,Frequentemente,não,2.0,não,2.0,1.0,Quase sempre,Transporte público,Obesidade III,18,173,1.87
Male,não,sim,3.0,3.0,Sempre,não,2.0,não,3.0,1.0,Quase sempre,Transporte público,Peso normal,17,55,1.7
Female,sim,não,3.0,3.0,Sempre,não,1.0,não,2.0,0.0,Não,Transporte público,Peso normal,21,47,1.54
Male,sim,sim,2.0,3.0,Quase sempre,não,3.0,não,1.0,1.0,Quase sempre,Caminhar,Sobrepeso II,17,97,1.8
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,3.0,2.0,Não,Caminhar,Peso normal,18,80,1.82
Male,sim,sim,2.0,3.0,Sempre,não,3.0,não,1.0,1.0,Quase sempre,Transporte público,Obesidade I,20,125,1.98
Male,sim,não,2.0,3.0,Quase sempre,não,1.0,não,3.0,2.0,Quase sempre,Caminhar,Peso normal,17,70,1.75
Female,não,não,3.0,4.0,Sempre,não,2.0,não,2.0,0.0,Não,Caminhar,Peso normal,26,60,1.65
Female,não,sim,1.0,3.0,Quase sempre,não,1.0,não,2.0,2.0,Quase sempre,Caminhar,Peso normal,17,53,1.6
Female,sim,sim,1.0,3.0,Quase sempre,não,2.0,não,0.0,1.0,Quase sempre,Automóvel,Peso normal,24,51,1.6
Female,não,sim,2.0,3.0,Quase sempre,não,2.0,não,1.0,2.0,Não,Transporte público,Peso normal,17,59,1.6
Female,não,sim,3.0,1.0,Quase sempre,não,1.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,27,62,1.55
Male,não,não,3.0,3.0,Quase sempre,não,2.0,não,3.0,1.0,Não,Caminhar,Abaixo do peso,17,60,1.9
Female,sim,sim,1.0,3.0,Quase sempre,não,1.0,não,1.0,1.0,Não,Automóvel,Peso normal,17,56,1.7
Male,sim,não,2.0,1.0,Quase sempre,não,1.0,não,1.0,0.0,Frequentemente,Automóvel,Obesidade II,41,110,1.75
Female,sim,não,2.0,3.0,Quase sempre,não,2.0,não,1.0,0.0,Quase sempre,Transporte público,Peso normal,33,48,1.56
Male,não,sim,2.0,3.0,Frequentemente,não,1.0,não,1.0,1.0,Quase sempre,Transporte público,Peso normal,20,75,1.87
Female,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,2.0,0.0,Não,Transporte público,Obesidade I,40,80,1.56
Female,sim,não,3.0,3.0,Quase sempre,não,2.0,não,1.0,0.0,Quase sempre,Automóvel,Sobrepeso I,37,73,1.65
Male,não,sim,2.0,1.0,Quase sempre,não,2.0,não,2.0,1.0,Quase sempre,Transporte público,Peso normal,19,80,1.8
Male,sim,sim,2.0,1.0,Sempre,não,2.0,não,2.0,1.0,Quase sempre,Transporte público,Sobrepeso I,24,86,1.84
Male,não,sim,3.0,3.0,Quase sempre,não,2.0,não,0.0,0.0,Quase sempre,Motocicleta,Peso normal,24,68,1.7
Male,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,3.0,0.0,Quase sempre,Automóvel,Sobrepeso II,33,83,1.72
Female,não,sim,2.0,3.0,Frequentemente,não,2.0,não,3.0,1.0,Quase sempre,Transporte público,Sobrepeso I,40,63,1.58
Female,sim,sim,2.0,1.0,Quase sempre,não,2.0,não,0.0,0.0,Não,Automóvel,Sobrepeso II,37,83,1.68
Male,não,não,3.0,3.0,Frequentemente,não,2.0,não,3.0,1.0,Quase sempre,Transporte público,Sobrepeso II,20,74,1.58
Male,não,sim,2.0,3.0,Quase sempre,não,1.0,não,1.0,1.0,Não,Transporte público,Peso normal,19,60,1.8
Male,sim,sim,3.0,1.0,Sempre,não,2.0,sim,1.0,2.0,Quase sempre,Transporte público,Sobrepeso I,17,69,1.62
Female,não,sim,3.0,3.0,Quase sempre,não,1.0,não,0.0,2.0,Não,Automóvel,Peso normal,18,58,1.62
Female,não,sim,2.0,1.0,Quase sempre,não,2.0,não,0.0,2.0,Quase sempre,Transporte público,Peso normal,21,56,1.54
Male,sim,sim,2.0,4.0,Frequentemente,não,2.0,não,2.0,1.0,Quase sempre,Automóvel,Peso normal,18,70,1.76
Male,sim,sim,2.0,1.0,Frequentemente,não,3.0,não,1.0,0.0,Quase sempre,Automóvel,Sobrepeso II,41,92,1.8
Female,sim,não,3.0,3.0,Quase sempre,não,1.0,não,2.0,0.0,Quase sempre,Automóvel,Peso normal,36,60,1.58
Male,não,não,2.0,4.0,Frequentemente,não,2.0,não,1.0,1.0,Quase sempre,Transporte público,Peso normal,18,68,1.76
Male,não,sim,3.0,3.0,Frequentemente,não,1.0,não,2.0,1.0,Quase sempre,Transporte público,Peso normal,18,70,1.73
Male,sim,sim,3.0,3.0,Quase sempre,não,2.0,não,0.0,2.0,Quase sempre,Caminhar,Peso normal,17,70,1.7
Male,não,sim,3.0,3.0,Quase sempre,não,3.0,sim,3.0,0.0,Não,Motocicleta,Sobrepeso II,25,83,1.7
Male,sim,sim,3.0,3.0,Frequentemente,não,1.0,não,2.0,0.0,Quase sempre,Transporte público,Peso normal,21,75,1.8
Female,sim,não,2.0,3.0,Frequentemente,não,1.0,não,0.0,1.0,Quase sempre,Transporte público,Peso normal,29,56,1.6
Male,sim,não,2.0,3.0,Quase sempre,não,2.0,não,0.0,1.0,Quase sempre,Automóvel,Obesidade I,17,98,1.7
Female,sim,sim,3.0,1.0,Quase sempre,não,1.0,sim,0.0,2.0,Não,Caminhar,Peso normal,18,60,1.6
Female,não,sim,2.0,3.0,Frequentemente,não,2.0,não,1.0,1.0,Não,Transporte público,Peso normal,16,45,1.55
Female,não,não,1.0,3.0,Quase sempre,não,1.0,não,1.0,2.0,Não,Transporte público,Peso normal,18,53,1.59
Female,sim,sim,2.0,3.0,Frequentemente,não,1.0,não,0.0,0.0,Quase sempre,Motocicleta,Obesidade I,37,75,1.5
Male,sim,não,2.0,3.0,Quase sempre,não,3.0,não,1.0,0.0,Não,Transporte público,Obesidade I,18,108,1.78
Female,sim,sim,1.0,1.0,Quase sempre,não,2.0,não,0.0,0.0,Não,Transporte público,Sobrepeso I,16,65,1.61
Male,sim,sim,2.0,3.0,Sempre,não,3.0,não,0.0,2.0,Não,Transporte público,Abaixo do peso,23,50,1.71
Female,não,não,2.0,3.0,Quase sempre,não,2.0,não,0.0,1.0,Quase sempre,Caminhar,Abaixo do peso,18,50,1.7
Male,não,não,3.0,3.0,Frequentemente,não,3.0,não,2.0,2.0,Não,Transporte público,Peso normal,18,69,1.76
Male,não,sim,1.0,3.0,Quase sempre,não,2.0,não,0.0,1.0,Quase sempre,Transporte público,Sobrepeso II,18,78,1.7
Female,sim,sim,2.0,3.0,Quase sempre,não,1.0,não,0.0,1.0,Não,Transporte público,Peso normal,17,55,1.53
Female,sim,sim,1.0,3.0,Quase sempre,não,2.0,não,3.0,2.0,Quase sempre,Transporte público,Abaixo do peso,20,39,1.54
Female,sim,não,3.0,3.0,Quase sempre,não,1.0,não,2.0,1.0,Frequentemente,Automóvel,Peso normal,38,59,1.55
Male,não,sim,2.0,4.0,Frequentemente,não,3.0,não,0.0,0.0,Não,Transporte público,Peso normal,20,60,1.66
Male,sim,sim,3.0,1.0,Sempre,não,1.0,não,0.0,0.0,Quase sempre,Transporte público,Obesidade II,21,125,1.85
Male,não,não,3.0,1.0,Frequentemente,não,1.0,não,0.0,0.0,Quase sempre,Motocicleta,Peso normal,21,60,1.65
Male,sim,não,2.0,3.0,Quase sempre,não,2.0,não,0.0,0.0,Não,Transporte público,Sobrepeso I,18,70,1.65
Male,não,sim,2.0,3.0,Sempre,não,2.0,não,1.0,1.0,Quase sempre,Transporte público,Peso normal,26,82,1.83
Male,sim,sim,3.0,1.0,Frequentemente,não,2.0,não,2.0,1.0,Quase sempre,Caminhar,Sobrepeso II,27,99,1.83
Female,sim,não,3.0,3.0,Quase sempre,não,3.0,não,0.0,0.0,Não,Automóvel,Obesidade III,26,112,1.66
Male,não,sim,2.0,3.0,Quase sempre,não,2.0,não,3.0,1.0,Quase sempre,Automóvel,Peso normal,34,73,1.78
Male,não,não,3.0,3.0,Quase sempre,não,2.0,não,3.0,0.0,Não,Transporte público,Sobrepeso II,18,86,1.74
Male,não,não,2.0,3.0,Quase sempre,não,2.0,não,3.0,1.0,Quase sempre,Automóvel,Peso normal,33,66,1.76
Female,sim,sim,3.0,3.0,Frequentemente,não,1.0,não,1.0,2.0,Quase sempre,Caminhar,Sobrepeso I,19,59,1.51
Male,sim,não,3.0,1.0,Quase sempre,não,2.0,não,0.0,0.0,Quase sempre,Transporte público,Peso normal,20,79,1.81
Female,sim,sim,3.0,1.0,Quase sempre,não,3.0,não,2.0,1.0,Quase sempre,Transporte público,Peso normal,33,55,1.55
Male,não,não,2.0,3.0,Quase sempre,não,2.0,não,1.0,1.0,Não,Transporte público,Peso normal,20,66,1.83
Female,não,não,3.0,3.0,Quase sempre,não,2.0,sim,0.0,0.0,Quase sempre,Transporte público,Sobrepeso I,20,65,1.6
Male,não,sim,2.0,3.0,Frequentemente,não,2.0,não,1.0,0.0,Quase sempre,Automóvel,Peso normal,33,85,1.85
Male,não,não,2.0,3.0,Quase sempre,não,2.0,sim,1.0,0.0,Quase sempre,Transporte público,Sobrepeso II,33,85,1.75
Male,sim,sim,2.0,1.0,Sempre,não,2.0,não,1.0,2.0,Frequentemente,Automóvel,Obesidade I,33,113,1.83
Male,sim,sim,3.0,3.0,Quase sempre,não,3.0,não,2.0,1.0,Não,Caminhar,Peso normal,14,72,1.71
Male,não,sim,3.0,3.0,Quase sempre,não,1.0,sim,2.0,0.0,Não,Automóvel,Sobrepeso I,34,88,1.84
Male,sim,sim,3.0,3.0,Quase sempre,não,2.0,não,1.0,1.0,Frequentemente,Transporte público,Sobrepeso II,18,87,1.77
Male,não,sim,3.0,3.0,Quase sempre,não,2.0,não,2.0,0.0,Quase sempre,Transporte público,Obesidade I,18,90,1.7
Male,sim,sim,1.0,3.0,Quase sempre,não,1.0,não,0.0,0.0,Quase sempre,Transporte público,Obesidade I,29,89,1.62
